City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
Lamu,48,KE,1622155566,"{'temp': 75.42, 'feels_like': 76.66, 'temp_min': 75.42, 'temp_max': 75.42, 'pressure': 1015, 'humidity': 85, 'sea_level': 1015, 'grnd_level': 1013}",-2.2717,40.902,75.42,12.82
Vazante,63,BR,1622155440,"{'temp': 75.02, 'feels_like': 74.8, 'temp_min': 75.02, 'temp_max': 75.02, 'pressure': 1013, 'humidity': 55, 'sea_level': 1013, 'grnd_level': 940}",-17.9869,-46.9078,75.02,0.31
Chitral,0,PK,1622155567,"{'temp': 66.56, 'feels_like': 64.51, 'temp_min': 66.56, 'temp_max': 66.56, 'pressure': 1015, 'humidity': 34, 'sea_level': 1015, 'grnd_level': 856}",35.8462,71.7858,66.56,5.41
Meulaboh,90,ID,1622155567,"{'temp': 76.05, 'feels_like': 77.4, 'temp_min': 76.05, 'temp_max': 76.05, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 1010}",4.1363,96.1285,76.05,3.83
Marawi,43,PH,1622155560,"{'temp': 70.65, 'feels_like': 71.31, 'temp_min': 70.65, 'temp_max': 70.65, 'pressure': 1013, 'humidity': 83, 'sea_level': 1013, 'grnd_level': 934}",7.9986,124.2928,70.65,2.1
Taltal,65,CL,1622155568,"{'temp': 64.9, 'feels_like': 64.53, 'temp_min': 64.9, 'temp_max': 64.9, 'pressure': 1013, 'humidity': 73, 'sea_level': 1013, 'grnd_level': 1013}",-25.4,-70.4833,64.9,0.96
Laas,25,IT,1622155568,"{'temp': 54.43, 'feels_like': 53.85, 'temp_min': 43.54, 'temp_max': 54.48, 'pressure': 1025, 'humidity': 91, 'sea_level': 1025, 'grnd_level': 923}",46.6166,10.7002,54.48,6.49
Tuam,100,IE,1622155568,"{'temp': 47.23, 'feels_like': 44.04, 'temp_min': 46.22, 'temp_max': 49.78, 'pressure': 1019, 'humidity': 97, 'sea_level': 1019, 'grnd_level': 1014}",53.5167,-8.85,49.78,6.62
Mikumi,22,TZ,1622155569,"{'temp': 62.56, 'feels_like': 62.65, 'temp_min': 62.56, 'temp_max': 62.56, 'pressure': 1018, 'humidity': 88, 'sea_level': 1018, 'grnd_level': 958}",-7.4041,36.9831,62.56,1.77
Fukuechō,100,JP,1622155569,"{'temp': 68.11, 'feels_like': 68.56, 'temp_min': 68.11, 'temp_max': 68.11, 'pressure': 1007, 'humidity': 84, 'sea_level': 1007, 'grnd_level': 1002}",32.6881,128.8419,68.11,12.48
Sabla,58,NG,1622155569,"{'temp': 92.28, 'feels_like': 89.26, 'temp_min': 92.28, 'temp_max': 92.28, 'pressure': 1008, 'humidity': 24, 'sea_level': 1008, 'grnd_level': 980}",12.7525,4.7077,92.28,8.55
Hazorasp,49,UZ,1622155569,"{'temp': 73.24, 'feels_like': 71.53, 'temp_min': 73.24, 'temp_max': 73.24, 'pressure': 1009, 'humidity': 27, 'sea_level': 1009, 'grnd_level': 997}",41.3194,61.0742,73.24,10.47
Upernavik,81,GL,1622155570,"{'temp': 33.75, 'feels_like': 30.42, 'temp_min': 33.75, 'temp_max': 33.75, 'pressure': 1012, 'humidity': 99, 'sea_level': 1012, 'grnd_level': 1012}",72.7868,-56.1549,33.75,3.71
Norden,23,DE,1622155570,"{'temp': 48.15, 'feels_like': 46.04, 'temp_min': 45.95, 'temp_max': 50.97, 'pressure': 1021, 'humidity': 86}",53.6,7.2,50.97,5.01
Atambua,28,ID,1622155570,"{'temp': 72.86, 'feels_like': 73.33, 'temp_min': 72.86, 'temp_max': 72.86, 'pressure': 1015, 'humidity': 74, 'sea_level': 1015, 'grnd_level': 976}",-9.1061,124.8925,72.86,6.08
Daru,96,PG,1622155571,"{'temp': 79.39, 'feels_like': 79.39, 'temp_min': 79.39, 'temp_max': 79.39, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1012}",-9.0763,143.2092,79.39,15.66
Slave Lake,75,CA,1622155571,"{'temp': 55.38, 'feels_like': 54.19, 'temp_min': 55.38, 'temp_max': 55.38, 'pressure': 1002, 'humidity': 76}",55.2834,-114.769,55.38,4.61
Tura,100,IN,1622155571,"{'temp': 73.15, 'feels_like': 74.44, 'temp_min': 73.15, 'temp_max': 73.15, 'pressure': 1007, 'humidity': 91, 'sea_level': 1007, 'grnd_level': 965}",25.5198,90.2201,73.15,4.16
Karpathos,1,GR,1622155572,"{'temp': 67.96, 'feels_like': 68.88, 'temp_min': 67.96, 'temp_max': 67.96, 'pressure': 1010, 'humidity': 94, 'sea_level': 1010, 'grnd_level': 1009}",35.507,27.2132,67.96,9.73
Gobabis,63,NA,1622155572,"{'temp': 54.77, 'feels_like': 51.58, 'temp_min': 54.77, 'temp_max': 54.77, 'pressure': 1021, 'humidity': 35, 'sea_level': 1021, 'grnd_level': 862}",-22.45,18.9667,54.77,10.58
Tres Arroyos,100,AR,1622155572,"{'temp': 59.59, 'feels_like': 58.35, 'temp_min': 59.59, 'temp_max': 59.59, 'pressure': 1001, 'humidity': 66, 'sea_level': 1001, 'grnd_level': 987}",-38.3739,-60.2798,59.59,15.86
Kandete,41,TZ,1622155572,"{'temp': 54.77, 'feels_like': 54.32, 'temp_min': 54.77, 'temp_max': 54.77, 'pressure': 1020, 'humidity': 93, 'sea_level': 1020, 'grnd_level': 848}",-9.15,33.8,54.77,0.87
Yatou,60,CN,1622155573,"{'temp': 65.16, 'feels_like': 63.82, 'temp_min': 65.16, 'temp_max': 65.16, 'pressure': 998, 'humidity': 52, 'sea_level': 998, 'grnd_level': 994}",37.15,122.3833,65.16,20.92
San Cristobal,95,VE,1622155573,"{'temp': 77.18, 'feels_like': 79.2, 'temp_min': 77.18, 'temp_max': 77.18, 'pressure': 1015, 'humidity': 98, 'sea_level': 1015, 'grnd_level': 914}",7.7669,-72.225,77.18,3.31
Arman',100,RU,1622155573,"{'temp': 44.33, 'feels_like': 41.4, 'temp_min': 44.33, 'temp_max': 44.33, 'pressure': 1003, 'humidity': 81, 'sea_level': 1003, 'grnd_level': 1001}",59.7,150.1667,44.33,5.23
Candolim,86,IN,1622155574,"{'temp': 83.88, 'feels_like': 92.21, 'temp_min': 83.88, 'temp_max': 83.88, 'pressure': 1007, 'humidity': 76, 'sea_level': 1007, 'grnd_level': 1007}",15.5181,73.7626,83.88,8.19
Grand Gaube,6,MU,1622155574,"{'temp': 73.38, 'feels_like': 74.08, 'temp_min': 72, 'temp_max': 73.38, 'pressure': 1018, 'humidity': 78}",-20.0064,57.6608,73.38,5.01
Uyuni,100,BO,1622155574,"{'temp': 47.26, 'feels_like': 40.89, 'temp_min': 47.26, 'temp_max': 47.26, 'pressure': 1015, 'humidity': 43, 'sea_level': 1015, 'grnd_level': 662}",-20.4597,-66.825,47.26,15.99
Biltine,45,TD,1622155575,"{'temp': 87.12, 'feels_like': 85.15, 'temp_min': 87.12, 'temp_max': 87.12, 'pressure': 1011, 'humidity': 32, 'sea_level': 1011, 'grnd_level': 955}",14.5333,20.9167,87.12,14.99
Lüderitz,6,NA,1622155575,"{'temp': 58.6, 'feels_like': 57.51, 'temp_min': 58.6, 'temp_max': 58.6, 'pressure': 1020, 'humidity': 71, 'sea_level': 1020, 'grnd_level': 1016}",-26.6481,15.1594,58.6,8.5
Polyarny,100,RU,1622155575,"{'temp': 39.67, 'feels_like': 30.61, 'temp_min': 39.67, 'temp_max': 39.67, 'pressure': 1006, 'humidity': 87, 'sea_level': 1006, 'grnd_level': 1001}",69.1989,33.4478,39.67,17.76
Bathsheba,20,BB,1622155576,"{'temp': 81.21, 'feels_like': 83.5, 'temp_min': 81.21, 'temp_max': 81.21, 'pressure': 1015, 'humidity': 61, 'sea_level': 1015, 'grnd_level': 1015}",13.2167,-59.5167,81.21,17.16
Mergen,13,CN,1622155505,"{'temp': 53.78, 'feels_like': 51.91, 'temp_min': 53.78, 'temp_max': 53.78, 'pressure': 1002, 'humidity': 65, 'sea_level': 1002, 'grnd_level': 976}",49.1833,125.2167,53.78,7.31
Verkhniachka,98,UA,1622155576,"{'temp': 59.76, 'feels_like': 59.2, 'temp_min': 59.76, 'temp_max': 59.76, 'pressure': 1014, 'humidity': 80, 'sea_level': 1014, 'grnd_level': 985}",48.8285,30.0396,59.76,3.89
Muscatine,90,US,1622155576,"{'temp': 61.39, 'feels_like': 60.42, 'temp_min': 51.19, 'temp_max': 69.39, 'pressure': 1011, 'humidity': 68}",41.4667,-91.1335,69.39,3.0
Rome,70,US,1622155508,"{'temp': 59.58, 'feels_like': 57.78, 'temp_min': 57.88, 'temp_max': 62.46, 'pressure': 1018, 'humidity': 54}",43.2128,-75.4557,62.46,4.0
Opuwo,0,NA,1622155577,"{'temp': 62.22, 'feels_like': 59.94, 'temp_min': 62.22, 'temp_max': 62.22, 'pressure': 1018, 'humidity': 38, 'sea_level': 1018, 'grnd_level': 891}",-18.0607,13.84,62.22,6.4
Salinópolis,83,BR,1622155577,"{'temp': 79.07, 'feels_like': 79.07, 'temp_min': 79.07, 'temp_max': 79.07, 'pressure': 1012, 'humidity': 84, 'sea_level': 1012, 'grnd_level': 1012}",-0.6136,-47.3561,79.07,8.57
Comodoro Rivadavia,0,AR,1622155502,"{'temp': 51.66, 'feels_like': 49.24, 'temp_min': 51.66, 'temp_max': 51.66, 'pressure': 990, 'humidity': 58}",-45.8667,-67.5,51.66,10.36
Cockburn Town,6,TC,1622155577,"{'temp': 79.18, 'feels_like': 79.18, 'temp_min': 79.18, 'temp_max': 79.18, 'pressure': 1017, 'humidity': 77, 'sea_level': 1017, 'grnd_level': 1016}",21.4612,-71.1419,79.18,15.03
Conde,20,BR,1622155578,"{'temp': 74.66, 'feels_like': 76.53, 'temp_min': 74.66, 'temp_max': 74.66, 'pressure': 1014, 'humidity': 100, 'sea_level': 1014, 'grnd_level': 1001}",-7.2597,-34.9075,74.66,8.5
Aasiaat,91,GL,1622155578,"{'temp': 36.54, 'feels_like': 33.08, 'temp_min': 36.54, 'temp_max': 36.54, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1010}",68.7098,-52.8699,36.54,4.25
Bariloche,75,AR,1622155573,"{'temp': 45.45, 'feels_like': 37.33, 'temp_min': 42.55, 'temp_max': 45.45, 'pressure': 999, 'humidity': 71}",-41.1456,-71.3082,45.45,21.41
Vinstra,4,NO,1622155578,"{'temp': 44.44, 'feels_like': 43.09, 'temp_min': 44.44, 'temp_max': 44.44, 'pressure': 1019, 'humidity': 64, 'sea_level': 1019, 'grnd_level': 989}",61.5952,9.7523,44.44,3.29
Boshnyakovo,61,RU,1622155579,"{'temp': 48.87, 'feels_like': 48.87, 'temp_min': 48.87, 'temp_max': 48.87, 'pressure': 1006, 'humidity': 57, 'sea_level': 1006, 'grnd_level': 978}",49.6333,142.1667,48.87,2.86
Beaufort,68,MY,1622155579,"{'temp': 77.16, 'feels_like': 79, 'temp_min': 76.89, 'temp_max': 77.16, 'pressure': 1012, 'humidity': 94, 'sea_level': 1012, 'grnd_level': 1010}",5.3473,115.7455,77.16,2.46
Takoradze,71,GH,1622155579,"{'temp': 80.47, 'feels_like': 86.09, 'temp_min': 80.47, 'temp_max': 80.47, 'pressure': 1012, 'humidity': 85, 'sea_level': 1012, 'grnd_level': 1010}",4.8845,-1.7554,80.47,7.65
Geraldton,75,AU,1622155580,"{'temp': 66.61, 'feels_like': 65.43, 'temp_min': 66.61, 'temp_max': 68.13, 'pressure': 1018, 'humidity': 52, 'sea_level': 1018, 'grnd_level': 1018}",-28.7667,114.6,68.13,6.2
General Roca,41,AR,1622155573,"{'temp': 59.4, 'feels_like': 56.59, 'temp_min': 59.4, 'temp_max': 59.4, 'pressure': 999, 'humidity': 33, 'sea_level': 999, 'grnd_level': 972}",-39.0333,-67.5833,59.4,30.42
Batemans Bay,37,AU,1622155580,"{'temp': 52.92, 'feels_like': 50.49, 'temp_min': 50.2, 'temp_max': 52.92, 'pressure': 1026, 'humidity': 55, 'sea_level': 1026, 'grnd_level': 1024}",-35.7167,150.1833,52.92,11.05
Kiryat Gat,0,IL,1622155580,"{'temp': 71.08, 'feels_like': 71.51, 'temp_min': 69.82, 'temp_max': 75.4, 'pressure': 1011, 'humidity': 77, 'sea_level': 1011, 'grnd_level': 996}",31.61,34.7642,75.4,3.94
Kutum,85,SD,1622155581,"{'temp': 82.22, 'feels_like': 79.97, 'temp_min': 82.22, 'temp_max': 82.22, 'pressure': 1012, 'humidity': 19, 'sea_level': 1012, 'grnd_level': 889}",14.2,24.6667,82.22,3.02
Shingū,100,JP,1622155581,"{'temp': 67.91, 'feels_like': 67.5, 'temp_min': 67.91, 'temp_max': 67.91, 'pressure': 1009, 'humidity': 66, 'sea_level': 1009, 'grnd_level': 1008}",33.7333,135.9833,67.91,0.81
Buala,100,SB,1622155581,"{'temp': 76.71, 'feels_like': 78.46, 'temp_min': 76.71, 'temp_max': 76.71, 'pressure': 1013, 'humidity': 93, 'sea_level': 1013, 'grnd_level': 1010}",-8.145,159.5921,76.71,6.29
São Paulo de Olivença,18,BR,1622155581,"{'temp': 76.68, 'feels_like': 78.04, 'temp_min': 76.68, 'temp_max': 76.68, 'pressure': 1010, 'humidity': 85, 'sea_level': 1010, 'grnd_level': 1002}",-3.3783,-68.8725,76.68,1.66
Chui,0,UY,1622155582,"{'temp': 57.33, 'feels_like': 56.52, 'temp_min': 57.33, 'temp_max': 57.33, 'pressure': 1009, 'humidity': 80, 'sea_level': 1009, 'grnd_level': 1007}",-33.6971,-53.4616,57.33,6.58
Nelson Bay,8,AU,1622155582,"{'temp': 54.34, 'feels_like': 52.81, 'temp_min': 51.78, 'temp_max': 55.99, 'pressure': 1022, 'humidity': 71}",-32.7167,152.15,55.99,1.99
Mamit,71,IN,1622155583,"{'temp': 68.56, 'feels_like': 69.67, 'temp_min': 68.56, 'temp_max': 68.56, 'pressure': 1008, 'humidity': 97, 'sea_level': 1008, 'grnd_level': 933}",23.9333,92.4833,68.56,1.74
Maralal,89,KE,1622155583,"{'temp': 56.05, 'feels_like': 55.29, 'temp_min': 56.05, 'temp_max': 56.05, 'pressure': 1017, 'humidity': 84, 'sea_level': 1017, 'grnd_level': 811}",1.0968,36.698,56.05,6.46
Abashiri,100,JP,1622155583,"{'temp': 48.76, 'feels_like': 47.53, 'temp_min': 48.76, 'temp_max': 48.76, 'pressure': 1004, 'humidity': 98, 'sea_level': 1004, 'grnd_level': 1003}",44.0213,144.2697,48.76,3.87
Zhangjiakou,0,CN,1622155584,"{'temp': 54.14, 'feels_like': 51.6, 'temp_min': 54.14, 'temp_max': 54.14, 'pressure': 1009, 'humidity': 50, 'sea_level': 1009, 'grnd_level': 922}",40.81,114.8794,54.14,16.53
Marystown,100,CA,1622155584,"{'temp': 46.42, 'feels_like': 40.37, 'temp_min': 46.42, 'temp_max': 46.42, 'pressure': 1004, 'humidity': 97, 'sea_level': 1004, 'grnd_level': 1002}",47.1666,-55.1483,46.42,13.82
Belém,40,BR,1622155334,"{'temp': 84.24, 'feels_like': 96.26, 'temp_min': 84.24, 'temp_max': 84.24, 'pressure': 1010, 'humidity': 84}",-1.4558,-48.5044,84.24,8.05
Kiunga,95,PG,1622155584,"{'temp': 76.86, 'feels_like': 78.24, 'temp_min': 76.86, 'temp_max': 76.86, 'pressure': 1013, 'humidity': 85, 'sea_level': 1013, 'grnd_level': 1009}",-6.1219,141.2906,76.86,3.94
Vao,96,NC,1622155585,"{'temp': 71.19, 'feels_like': 71.35, 'temp_min': 71.19, 'temp_max': 71.19, 'pressure': 1014, 'humidity': 71, 'sea_level': 1014, 'grnd_level': 1004}",-22.6667,167.4833,71.19,13.04
Kashira,99,RU,1622155585,"{'temp': 58.41, 'feels_like': 58.41, 'temp_min': 55.42, 'temp_max': 60.87, 'pressure': 1015, 'humidity': 95, 'sea_level': 1015, 'grnd_level': 999}",54.8444,38.1669,60.87,6.11
Sitka,90,US,1622155585,"{'temp': 49.89, 'feels_like': 47.68, 'temp_min': 49.89, 'temp_max': 49.89, 'pressure': 1012, 'humidity': 71}",57.0531,-135.33,49.89,5.75
Airai,64,TL,1622155586,"{'temp': 59.58, 'feels_like': 58.95, 'temp_min': 59.58, 'temp_max': 59.58, 'pressure': 1016, 'humidity': 79, 'sea_level': 1016, 'grnd_level': 860}",-8.9266,125.4092,59.58,3.89
Levelland,97,US,1622155572,"{'temp': 86.7, 'feels_like': 83.3, 'temp_min': 86.2, 'temp_max': 88.65, 'pressure': 1009, 'humidity': 18, 'sea_level': 1009, 'grnd_level': 896}",33.5873,-102.378,88.65,16.89
Kamenka,40,RU,1622155586,"{'temp': 57.29, 'feels_like': 56.19, 'temp_min': 57.29, 'temp_max': 57.29, 'pressure': 1018, 'humidity': 74, 'sea_level': 1018, 'grnd_level': 999}",51.3223,42.7678,57.29,6.35
Baykit,100,RU,1622155586,"{'temp': 43.52, 'feels_like': 37.85, 'temp_min': 43.52, 'temp_max': 43.52, 'pressure': 1003, 'humidity': 66, 'sea_level': 1003, 'grnd_level': 984}",61.67,96.37,43.52,10.4
Medicine Hat,75,CA,1622155587,"{'temp': 70.02, 'feels_like': 68.74, 'temp_min': 68.99, 'temp_max': 73.11, 'pressure': 1008, 'humidity': 43}",50.0501,-110.6683,73.11,5.99
Bukama,57,CD,1622155587,"{'temp': 63.39, 'feels_like': 61.97, 'temp_min': 63.39, 'temp_max': 63.39, 'pressure': 1014, 'humidity': 54, 'sea_level': 1014, 'grnd_level': 946}",-9.2,25.85,63.39,2.13
Domoni,0,KM,1622155587,"{'temp': 74.64, 'feels_like': 75.09, 'temp_min': 74.64, 'temp_max': 74.64, 'pressure': 1017, 'humidity': 70, 'sea_level': 1017, 'grnd_level': 1017}",-12.2569,44.5319,74.64,6.15
Mackay,0,AU,1622155512,"{'temp': 59.31, 'feels_like': 57.9, 'temp_min': 58.98, 'temp_max': 64.04, 'pressure': 1021, 'humidity': 63}",-21.15,149.2,64.04,8.05
Erenhot,6,CN,1622155588,"{'temp': 49.8, 'feels_like': 46.06, 'temp_min': 49.8, 'temp_max': 49.8, 'pressure': 1011, 'humidity': 43, 'sea_level': 1011, 'grnd_level': 901}",43.6475,111.9767,49.8,9.22
Oistins,20,BB,1622155581,"{'temp': 80.69, 'feels_like': 82.8, 'temp_min': 80.69, 'temp_max': 80.69, 'pressure': 1014, 'humidity': 61}",13.0667,-59.5333,80.69,17.27
Gardez,25,AF,1622155588,"{'temp': 60.69, 'feels_like': 58.39, 'temp_min': 60.69, 'temp_max': 60.69, 'pressure': 1011, 'humidity': 41, 'sea_level': 1011, 'grnd_level': 775}",33.5974,69.2259,60.69,4.16
Beisfjord,78,NO,1622155588,"{'temp': 44.19, 'feels_like': 41.49, 'temp_min': 40.96, 'temp_max': 44.65, 'pressure': 1017, 'humidity': 95, 'sea_level': 1017, 'grnd_level': 1015}",68.3751,17.5988,44.65,4.85
Buenos Aires,0,AR,1622155334,"{'temp': 63.81, 'feels_like': 63.36, 'temp_min': 60.82, 'temp_max': 67.89, 'pressure': 1005, 'humidity': 74}",-34.6132,-58.3772,67.89,10.36
Planadas,52,CO,1622155589,"{'temp': 69.85, 'feels_like': 70.81, 'temp_min': 69.85, 'temp_max': 69.85, 'pressure': 1014, 'humidity': 91, 'sea_level': 1014, 'grnd_level': 885}",3.197,-75.6451,69.85,0.96
Pisco,90,PE,1622155589,"{'temp': 64.45, 'feels_like': 65.01, 'temp_min': 64.45, 'temp_max': 65.01, 'pressure': 1015, 'humidity': 94}",-13.7,-76.2167,65.01,3.44
Usinsk,11,RU,1622155525,"{'temp': 34.54, 'feels_like': 28.17, 'temp_min': 34.54, 'temp_max': 34.54, 'pressure': 1017, 'humidity': 67, 'sea_level': 1017, 'grnd_level': 1009}",65.9939,57.5281,34.54,7.61
Tricase,0,IT,1622155590,"{'temp': 60.17, 'feels_like': 58.75, 'temp_min': 58.35, 'temp_max': 65.32, 'pressure': 1014, 'humidity': 61, 'sea_level': 1014, 'grnd_level': 1002}",39.9304,18.3553,65.32,4.27
Krasnogorodskoye,46,RU,1622155590,"{'temp': 45.9, 'feels_like': 45.9, 'temp_min': 45.9, 'temp_max': 45.9, 'pressure': 1014, 'humidity': 97, 'sea_level': 1014, 'grnd_level': 1003}",56.8357,28.2822,45.9,2.89
Coyhaique,90,CL,1622155590,"{'temp': 40.95, 'feels_like': 38.95, 'temp_min': 40.95, 'temp_max': 41.61, 'pressure': 990, 'humidity': 93}",-45.5752,-72.0662,41.61,3.44
Haimen,99,CN,1622155591,"{'temp': 82.29, 'feels_like': 90.63, 'temp_min': 82.29, 'temp_max': 82.29, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1008}",23.1935,116.6142,82.29,8.97
Nioro,8,GM,1622155591,"{'temp': 79.61, 'feels_like': 79.61, 'temp_min': 79.61, 'temp_max': 79.61, 'pressure': 1011, 'humidity': 53, 'sea_level': 1011, 'grnd_level': 1007}",13.35,-15.75,79.61,9.17
Chara,89,RU,1622155591,"{'temp': 47.84, 'feels_like': 47.84, 'temp_min': 47.84, 'temp_max': 47.84, 'pressure': 1007, 'humidity': 65, 'sea_level': 1007, 'grnd_level': 925}",56.9064,118.2631,47.84,1.92
Caraballeda,84,VE,1622155592,"{'temp': 80.67, 'feels_like': 87.33, 'temp_min': 80.67, 'temp_max': 80.67, 'pressure': 1014, 'humidity': 89, 'sea_level': 1014, 'grnd_level': 1009}",10.6112,-66.8522,80.67,8.32
Puerto Triunfo,26,CO,1622155592,"{'temp': 81.57, 'feels_like': 87.53, 'temp_min': 81.57, 'temp_max': 81.57, 'pressure': 1008, 'humidity': 79, 'sea_level': 1008, 'grnd_level': 992}",5.8726,-74.6403,81.57,1.61
Brae,29,GB,1622155592,"{'temp': 46.31, 'feels_like': 42.4, 'temp_min': 46.31, 'temp_max': 46.31, 'pressure': 1022, 'humidity': 88, 'sea_level': 1022, 'grnd_level': 1021}",60.3964,-1.353,46.31,7.7
Norsup,90,VU,1622155593,"{'temp': 76.8, 'feels_like': 76.71, 'temp_min': 76.8, 'temp_max': 76.8, 'pressure': 1014, 'humidity': 54, 'sea_level': 1014, 'grnd_level': 1013}",-16.0667,167.3833,76.8,2.86
Huadian,100,CN,1622155593,"{'temp': 54.34, 'feels_like': 52.9, 'temp_min': 54.34, 'temp_max': 54.34, 'pressure': 1000, 'humidity': 73, 'sea_level': 1000, 'grnd_level': 968}",42.9633,126.7478,54.34,4.61
Kichera,7,RU,1622155593,"{'temp': 45.18, 'feels_like': 42.87, 'temp_min': 45.18, 'temp_max': 45.18, 'pressure': 1009, 'humidity': 58, 'sea_level': 1009, 'grnd_level': 952}",55.9375,110.0997,45.18,4.54
Caravelas,44,BR,1622155593,"{'temp': 74.17, 'feels_like': 75.2, 'temp_min': 74.17, 'temp_max': 74.17, 'pressure': 1015, 'humidity': 83, 'sea_level': 1015, 'grnd_level': 1015}",-17.7125,-39.2481,74.17,6.35
Paita,21,PE,1622155594,"{'temp': 69.98, 'feels_like': 70.54, 'temp_min': 69.98, 'temp_max': 69.98, 'pressure': 1012, 'humidity': 82, 'sea_level': 1012, 'grnd_level': 1008}",-5.0892,-81.1144,69.98,16.62
Cuenca,75,EC,1622155594,"{'temp': 68.13, 'feels_like': 67.08, 'temp_min': 68.13, 'temp_max': 68.13, 'pressure': 1025, 'humidity': 52}",-2.8833,-78.9833,68.13,10.36
Vila Velha,40,BR,1622155562,"{'temp': 74.95, 'feels_like': 76.37, 'temp_min': 74.95, 'temp_max': 75.15, 'pressure': 1016, 'humidity': 90}",-20.3297,-40.2925,75.15,1.01
Bedelē,18,ET,1622155595,"{'temp': 55.13, 'feels_like': 54.81, 'temp_min': 55.13, 'temp_max': 55.13, 'pressure': 1016, 'humidity': 95, 'sea_level': 1016, 'grnd_level': 804}",8.456,36.353,55.13,2.93
Wai,86,IN,1622155501,"{'temp': 72, 'feels_like': 72.9, 'temp_min': 72, 'temp_max': 72, 'pressure': 1008, 'humidity': 85, 'sea_level': 1008, 'grnd_level': 929}",17.9333,73.9,72.0,4.63
Miraflores,96,MX,1622155595,"{'temp': 79.45, 'feels_like': 79.45, 'temp_min': 78.87, 'temp_max': 79.45, 'pressure': 1013, 'humidity': 38, 'sea_level': 1013, 'grnd_level': 780}",19.2167,-98.8083,79.45,3.56
Souillac,40,MU,1622155595,"{'temp': 71.98, 'feels_like': 73.29, 'temp_min': 71.98, 'temp_max': 73.36, 'pressure': 1018, 'humidity': 94, 'sea_level': 1018, 'grnd_level': 1016}",-20.5167,57.5167,73.36,6.67
Sozimskiy,89,RU,1622155596,"{'temp': 49.5, 'feels_like': 47.14, 'temp_min': 49.5, 'temp_max': 49.5, 'pressure': 1018, 'humidity': 94, 'sea_level': 1018, 'grnd_level': 998}",59.7418,52.2482,49.5,5.86
Dorado,40,PR,1622155596,"{'temp': 80.94, 'feels_like': 87.28, 'temp_min': 74.86, 'temp_max': 85.48, 'pressure': 1016, 'humidity': 85, 'sea_level': 1016, 'grnd_level': 1015}",18.4588,-66.2677,85.48,10.83
Tautira,8,PF,1622155546,"{'temp': 84.22, 'feels_like': 89.98, 'temp_min': 84, 'temp_max': 84.22, 'pressure': 1014, 'humidity': 67, 'sea_level': 1014, 'grnd_level': 1014}",-17.7333,-149.15,84.22,9.84
Limbang,91,MY,1622155596,"{'temp': 77.94, 'feels_like': 80.04, 'temp_min': 77.02, 'temp_max': 78.91, 'pressure': 1011, 'humidity': 98, 'sea_level': 1011, 'grnd_level': 1011}",4.75,115.0,78.91,1.12
Nísia Floresta,5,BR,1622155597,"{'temp': 79.18, 'feels_like': 79.18, 'temp_min': 77.81, 'temp_max': 79.18, 'pressure': 1013, 'humidity': 88, 'sea_level': 1013, 'grnd_level': 1011}",-6.0911,-35.2086,79.18,7.14
Srednekolymsk,51,RU,1622155540,"{'temp': 57.51, 'feels_like': 54.37, 'temp_min': 57.51, 'temp_max': 57.51, 'pressure': 1008, 'humidity': 30, 'sea_level': 1008, 'grnd_level': 1006}",67.45,153.6833,57.51,20.69
Liuzhou,50,CN,1622155597,"{'temp': 77.27, 'feels_like': 79.12, 'temp_min': 77.27, 'temp_max': 77.27, 'pressure': 1010, 'humidity': 94, 'sea_level': 1010, 'grnd_level': 999}",24.3126,109.3892,77.27,1.43
Khuzdar,10,PK,1622155467,"{'temp': 80.78, 'feels_like': 79.97, 'temp_min': 80.78, 'temp_max': 80.78, 'pressure': 1004, 'humidity': 34, 'sea_level': 1004, 'grnd_level': 875}",27.7384,66.6434,80.78,4.65
Areosa,100,PT,1622155597,"{'temp': 61, 'feels_like': 60.98, 'temp_min': 58.44, 'temp_max': 63.66, 'pressure': 1016, 'humidity': 89, 'sea_level': 1016, 'grnd_level': 1015}",41.7178,-8.8571,63.66,8.75
Zeya,100,RU,1622155598,"{'temp': 52.18, 'feels_like': 50.05, 'temp_min': 52.18, 'temp_max': 52.18, 'pressure': 1002, 'humidity': 63, 'sea_level': 1002, 'grnd_level': 974}",53.75,127.2667,52.18,3.11
Mangochi,0,MW,1622155598,"{'temp': 60.31, 'feels_like': 59.11, 'temp_min': 60.31, 'temp_max': 60.31, 'pressure': 1019, 'humidity': 65, 'sea_level': 1019, 'grnd_level': 963}",-14.4782,35.2645,60.31,4.9
Cooma,40,AU,1622155599,"{'temp': 38.97, 'feels_like': 30.76, 'temp_min': 38.97, 'temp_max': 38.97, 'pressure': 1027, 'humidity': 87, 'sea_level': 1027, 'grnd_level': 932}",-36.2333,149.1333,38.97,14.25
Vung Tau,37,VN,1622155599,"{'temp': 80.42, 'feels_like': 85.14, 'temp_min': 80.42, 'temp_max': 80.42, 'pressure': 1010, 'humidity': 80, 'sea_level': 1010, 'grnd_level': 1009}",10.346,107.0843,80.42,3.8
